,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30,Round 31,Round 32,Round 33,Round 34,Round 35,Round 36,Round 37,Round 38,Round 39,Round 40,Round 41,Round 42,Round 43,Round 44,Round 45,Round 46,Round 47,Round 48,Round 49,Round 50,Round 51,Round 52,Round 53,Round 54,Round 55,Round 56,Round 57,Round 58,Round 59,Round 60,Round 61,Round 62,Round 63,Round 64,Round 65,Round 66,Round 67,Round 68,Round 69,Round 70,Round 71,Round 72,Round 73,Round 74,Round 75,Round 76,Round 77,Round 78,Round 79,Round 80,Round 81,Round 82,Round 83,Round 84,Round 85,Round 86,Round 87,Round 88,Round 89,Round 90,Round 91,Round 92,Round 93,Round 94,Round 95,Round 96,Round 97,Round 98,Round 99,Round 100,Round 101,Round 102,Round 103,Round 104,Round 105,Round 106,Round 107,Round 108,Round 109,Round 110,Round 111,Round 112,Round 113,Round 114,Round 115,Round 116,Round 117,Round 118,Round 119,Round 120,Round 121,Round 122,Round 123,Round 124,Round 125,Round 126,Round 127,Round 128,Round 129,Round 130,Round 131,Round 132,Round 133,Round 134,Round 135,Round 136,Round 137,Round 138,Round 139,Round 140,Round 141,Round 142,Round 143,Round 144,Round 145,Round 146,Round 147,Round 148,Round 149,Round 150,Round 151,Round 152,Round 153,Round 154,Round 155,Round 156,Round 157,Round 158,Round 159,Round 160,Round 161,Round 162,Round 163,Round 164,Round 165,Round 166,Round 167,Round 168,Round 169,Round 170,Round 171,Round 172,Round 173,Round 174,Round 175,Round 176,Round 177,Round 178,Round 179,Round 180,Round 181,Round 182,Round 183,Round 184,Round 185,Round 186,Round 187,Round 188,Round 189,Round 190,Round 191,Round 192,Round 193,Round 194,Round 195,Round 196,Round 197,Round 198,Round 199,Round 200
Average Loss,2.299447153,2.296058058,2.290970456,2.281853052,2.262024873,2.217333235,2.150667217,2.107222787,2.089597714,2.051729401,2.037547838,2.021614193,1.996958776,1.992034724,1.970324992,1.962663268,1.936580072,1.913793329,1.899522944,1.889306422,1.850069812,1.840002632,1.848446084,1.811972285,1.812782752,1.805538542,1.779786854,1.786907451,1.767002358,1.776068553,1.743964926,1.749552281,1.74073256,1.753469702,1.738932711,1.727411347,1.731172799,1.706445344,1.698640327,1.714468464,1.687175034,1.689910859,1.66725103,1.666316792,1.686368865,1.681659868,1.686253468,1.649942325,1.658675486,1.66463358,1.647185408,1.646306216,1.636201921,1.632411388,1.625333592,1.621527194,1.639575306,1.628427824,1.611235839,1.610417564,1.593276986,1.612425065,1.576799866,1.58895176,1.571673742,1.588219098,1.588830685,1.571980111,1.563383408,1.573814005,1.564942455,1.561322259,1.566728476,1.568876365,1.55065274,1.545107487,1.546447056,1.535464511,1.522507822,1.518168039,1.522425619,1.52752227,1.532421076,1.506919307,1.522089058,1.499647663,1.49428022,1.499710104,1.501657883,1.51078509,1.472741475,1.476304708,1.476589569,1.473393325,1.481883089,1.472743084,1.454197019,1.471040042,1.472845852,1.454234981,1.444367991,1.431437477,1.42707569,1.457959704,1.465892742,1.452783477,1.454310823,1.421645827,1.428315113,1.421100746,1.446138093,1.440351104,1.407311817,1.430281076,1.424363787,1.416922335,1.40782869,1.412022339,1.420775596,1.401850285,1.392166477,1.380198212,1.390992947,1.397764674,1.401719008,1.375616849,1.374907725,1.366292503,1.363166316,1.339701795,1.371795527,1.366121952,1.358740301,1.372053062,1.351431036,1.355333409,1.363418043,1.36439234,1.325583999,1.35785091,1.339813582,1.34050186,1.342813544,1.33072478,1.307180908,1.342810075,1.345214993,1.335354494,1.320512073,1.303840779,1.319276428,1.333522183,1.338318581,1.30624303,1.32071695,1.312938933,1.316042784,1.308790082,1.290852615,1.313756717,1.301393752,1.301245131,1.304873975,1.303128449,1.282906531,1.291399389,1.302240307,1.284896773,1.313246789,1.28166969,1.279916572,1.24845118,1.266749626,1.26920856,1.299375406,1.280615752,1.257715479,1.265047609,1.291949707,1.271904105,1.24613209,1.253666641,1.257892009,1.254128932,1.258813818,1.253142206,1.243789799,1.248134667,1.256361065,1.239337787,1.262631177,1.229162478,1.253841629,1.24886573,1.241221155,1.244092056,1.221047456,1.248336063,1.242680023,1.246127783
