,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30,Round 31,Round 32,Round 33,Round 34,Round 35,Round 36,Round 37,Round 38,Round 39,Round 40,Round 41,Round 42,Round 43,Round 44,Round 45,Round 46,Round 47,Round 48,Round 49,Round 50,Round 51,Round 52,Round 53,Round 54,Round 55,Round 56,Round 57,Round 58,Round 59,Round 60,Round 61,Round 62,Round 63,Round 64,Round 65,Round 66,Round 67,Round 68,Round 69,Round 70,Round 71,Round 72,Round 73,Round 74,Round 75,Round 76,Round 77,Round 78,Round 79,Round 80,Round 81,Round 82,Round 83,Round 84,Round 85,Round 86,Round 87,Round 88,Round 89,Round 90,Round 91,Round 92,Round 93,Round 94,Round 95,Round 96,Round 97,Round 98,Round 99,Round 100
Average Accuracy,0.10744763225536309,0.11545177854448432,0.11063268182984866,0.13205497459530796,0.16426603985780908,0.1843360012195907,0.19491544432613434,0.18593524757275345,0.20930678648155973,0.22059119324693585,0.22186926719128974,0.2357267388786322,0.24590445266419772,0.2504545406456852,0.2591405586461656,0.2716960372168716,0.2805298060025852,0.2812630586208239,0.2930700173246524,0.31111611779338355,0.29860424582108686,0.3146348650832259,0.3115510099238521,0.3408632485406834,0.34648499961024276,0.333147679338199,0.35610486040032663,0.35639805834050964,0.37288985541453573,0.36817839529634344,0.37813070772652696,0.3833099966190809,0.3841490318026819,0.3876219662247966,0.38521038079481523,0.3922094994029988,0.39564367289430324,0.39532983156844814,0.3980289283170072,0.40866186163036816,0.39879948809587995,0.4075772041394953,0.41733767564682633,0.41546464130712213,0.4187382032391902,0.418279092947179,0.4229951282969702,0.4262026184854699,0.4318836496550942,0.4341611075784791,0.4417508754848349,0.4421596267578369,0.4417777368776642,0.4410692517593274,0.4399693080721643,0.451985152664343,0.44241384029585473,0.4541588726788906,0.45794915664287184,0.4540606161595183,0.45380068228607295,0.4496611985936414,0.4473236860074026,0.46203274238258596,0.4688576570862902,0.4576515817093846,0.46334321800525713,0.47435752641562556,0.4827816072137565,0.46933745697916646,0.4770167890274536,0.4774946264996074,0.48432236622305996,0.4794349299672518,0.5006376363973829,0.48986756980052654,0.4856278479661768,0.47762879488911103,0.4963156887746797,0.4925877147970314,0.4968719623185025,0.49876781333800885,0.5007484175100025,0.5100132042471425,0.4932442923719901,0.504015463616249,0.49417877155908013,0.505817256439779,0.5127398987083472,0.51088692899027,0.5103326238918203,0.5171591569707746,0.5195188129746326,0.5209084200910543,0.5185569299588784,0.5280015810717215,0.5148133853398177,0.531206066564321,0.5295629596729041,0.5377776912595879
