,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30,Round 31,Round 32,Round 33,Round 34,Round 35,Round 36,Round 37,Round 38,Round 39,Round 40,Round 41,Round 42,Round 43,Round 44,Round 45,Round 46,Round 47,Round 48,Round 49,Round 50,Round 51,Round 52,Round 53,Round 54,Round 55,Round 56,Round 57,Round 58,Round 59,Round 60,Round 61,Round 62,Round 63,Round 64,Round 65,Round 66,Round 67,Round 68,Round 69,Round 70,Round 71,Round 72,Round 73,Round 74,Round 75,Round 76,Round 77,Round 78,Round 79,Round 80,Round 81,Round 82,Round 83,Round 84,Round 85,Round 86,Round 87,Round 88,Round 89,Round 90,Round 91,Round 92,Round 93,Round 94,Round 95,Round 96,Round 97,Round 98,Round 99,Round 100
Average Loss,2.299668293169335,2.2914812838720557,2.2726917883506585,2.2130174535219833,2.1053064052619685,2.0566827261168856,2.0142492184509075,1.967278967761017,1.9586689611651815,1.9297499043454538,1.8974424077208218,1.8782423070517023,1.8447599915752566,1.8192948615584819,1.778203028294286,1.7716956188556072,1.7285824092843318,1.7125009219226222,1.6799706967891042,1.6628752134533038,1.649975579745407,1.616757631536523,1.6170826560643226,1.586960623871304,1.5658335702742086,1.555317579565675,1.5697099377217252,1.5406465522812316,1.5270994051588813,1.507524147081855,1.4990493477457483,1.4769622605993757,1.4783055109477223,1.470551895362971,1.451781802681508,1.4753881190932103,1.4550721338205828,1.4535096389615798,1.4233095275875316,1.4376405482334023,1.4340914309151147,1.4138106648198254,1.4110361047447881,1.3896811625900596,1.390950520095595,1.393278821653957,1.3753046931158017,1.3657297791834317,1.359062302454414,1.3595129005012216,1.358270875118041,1.3469478051687114,1.350637978605942,1.3307019813763963,1.3210536669974642,1.3132340080328149,1.2923014926613736,1.3012589168493094,1.288516820486974,1.2912674506949047,1.2941215282751177,1.2903119475228646,1.2817308786370873,1.2816436380945162,1.2588803594490254,1.2777308117994237,1.2665367420789364,1.2436703219650878,1.2472884959522057,1.2442576931594038,1.2395573095035493,1.2170947766645104,1.236883198449004,1.243519873021077,1.2257098350069513,1.2187679681044852,1.2060630694854573,1.2154228880658002,1.1917565403208654,1.1934242882565755,1.1797334600719154,1.182078094711887,1.186273572488306,1.1716935274566833,1.1780988520674238,1.1585869271536289,1.164486900806479,1.148809794176552,1.158032457892029,1.1583098417593984,1.1377240935995165,1.1387669350918803,1.1299932421736334,1.1327513751048488,1.1279608625754258,1.106998534590681,1.0967260367683984,1.123763053468633,1.1188964831211274,1.1084146726702848
